,Motif,AA,0,1,2,3,4,5,6,7,8,9,10,11,12,IC_0_Final,IC_1_Final,IC_2_Final,IC_3_Final,IC_4_Final,IC_5_Final,IC_6_Final,IC_7_Final,IC_8_Final,IC_9_Final,IC_10_Final,IC_11_Final,IC_12_Final
260,fus3,A:,0.05,0.054033677,0.04525,0.054239073,0.031178707000000003,0.040751522000000005,0.025,0.052105263,0.053485897000000004,0.048034934,0.050686642000000004,0.05,0.05,100,99.98630367,99.98355624,99.98894437,99.88637131,99.97561947,4.095968833,4.305019046,99.97079808,99.96835839,99.97449606,100,100
261,fus3,C:,0.05,0.046242775,0.05925,0.045813585999999996,0.052471483,0.057157978,0.025,0.035789474,0.05907397599999999,0.05111739,0.047440699,0.05,0.05,100,99.98630367,99.98355624,99.98894437,99.88637131,99.97561947,4.095968833,4.305019046,99.97079808,99.96835839,99.97449606,100,100
262,fus3,D:,0.05,0.055541593,0.04875,0.045813585999999996,0.04486692,0.046837788,0.025,0.032105262999999995,0.048962214000000004,0.053686103,0.053682895999999994,0.05,0.05,100,99.98630367,99.98355624,99.98894437,99.88637131,99.97561947,4.095968833,4.305019046,99.97079808,99.96835839,99.97449606,100,100
263,fus3,E:,0.05,0.054787635,0.054000000000000006,0.057135334,0.046641318,0.052394813,0.025,0.034736842000000004,0.037519957,0.083996918,0.053682895999999994,0.05,0.05,100,99.98630367,99.98355624,99.98894437,99.88637131,99.97561947,4.095968833,4.305019046,99.97079808,99.96835839,99.97449606,100,100
264,fus3,F:,0.05,0.03945715,0.033,0.041600843,0.031178707000000003,0.042074623,0.025,0.026315789,0.040713145,0.035191369,0.035205993,0.05,0.05,100,99.98630367,99.98355624,99.98894437,99.88637131,99.97561947,4.095968833,4.305019046,99.97079808,99.96835839,99.97449606,100,100
265,fus3,G:,0.05,0.047750691,0.05275,0.05897841,0.038276299,0.050807092000000005,0.025,0.046578947,0.053219798,0.046493707,0.041947566,0.05,0.05,100,99.98630367,99.98355624,99.98894437,99.88637131,99.97561947,4.095968833,4.305019046,99.97079808,99.96835839,99.97449606,100,100
266,fus3,H:,0.05,0.04197034400000001,0.04925,0.047393365,0.053231939000000006,0.06430272599999999,0.025,0.028947367999999998,0.041245343,0.051888004,0.043196005,0.05,0.05,100,99.98630367,99.98355624,99.98894437,99.88637131,99.97561947,4.095968833,4.305019046,99.97079808,99.96835839,99.97449606,100,100
267,fus3,I:,0.05,0.039959789,0.04475,0.051342812,0.04816223099999999,0.034136015,0.025,0.026842105,0.053219798,0.036218854,0.028214732000000003,0.05,0.05,100,99.98630367,99.98355624,99.98894437,99.88637131,99.97561947,4.095968833,4.305019046,99.97079808,99.96835839,99.97449606,100,100
268,fus3,K:,0.05,0.044986177,0.04,0.041337546,0.040811152999999996,0.063773485,0.025,0.034473684,0.057743481,0.04520935,0.05443196,0.05,0.05,100,99.98630367,99.98355624,99.98894437,99.88637131,99.97561947,4.095968833,4.305019046,99.97079808,99.96835839,99.97449606,100,100
269,fus3,L:,0.05,0.054284995999999995,0.04425,0.050816219,0.06869455,0.055305636,0.025,0.027368421,0.042841937000000004,0.044181865,0.049438202,0.05,0.05,100,99.98630367,99.98355624,99.98894437,99.88637131,99.97561947,4.095968833,4.305019046,99.97079808,99.96835839,99.97449606,100,100
270,fus3,M:,0.05,0.041719025,0.05025,0.052922591,0.053992395,0.04869013,0.025,0.028421052999999998,0.051357105,0.044952479000000004,0.045193508,0.05,0.05,100,99.98630367,99.98355624,99.98894437,99.88637131,99.97561947,4.095968833,4.305019046,99.97079808,99.96835839,99.97449606,100,100
271,fus3,N:,0.05,0.04649409400000001,0.049,0.049499737,0.036755387,0.055041016,0.025,0.035263157999999996,0.039648749,0.049319290999999994,0.060174782,0.05,0.05,100,99.98630367,99.98355624,99.98894437,99.88637131,99.97561947,4.095968833,4.305019046,99.97079808,99.96835839,99.97449606,100,100
272,fus3,P:,0.05,0.060567982,0.06225,0.061084781,0.13206590599999998,0.052924054000000005,0.025,0.365263158,0.053219798,0.062676599,0.069662921,0.05,0.05,100,99.98630367,99.98355624,99.98894437,99.88637131,99.97561947,4.095968833,4.305019046,99.97079808,99.96835839,99.97449606,100,100
273,fus3,Q:,0.05,0.056295552,0.0515,0.058451817,0.039543726,0.061127282000000005,0.025,0.033421053,0.036455561000000004,0.062162855999999996,0.052933833,0.05,0.05,100,99.98630367,99.98355624,99.98894437,99.88637131,99.97561947,4.095968833,4.305019046,99.97079808,99.96835839,99.97449606,100,100
274,fus3,R:,0.05,0.044232219,0.057999999999999996,0.050289626,0.03878327,0.050807092000000005,0.025,0.035789474,0.080361895,0.04520935,0.045692884,0.05,0.05,100,99.98630367,99.98355624,99.98894437,99.88637131,99.97561947,4.095968833,4.305019046,99.97079808,99.96835839,99.97449606,100,100
275,fus3,S:,0.05,0.055290274,0.0545,0.052659294,0.068441065,0.058216459000000005,0.259,0.035789474,0.058541777999999996,0.056511688,0.055181024,0.05,0.05,100,99.98630367,99.98355624,99.98894437,99.88637131,99.97561947,4.095968833,4.305019046,99.97079808,99.96835839,99.97449606,100,100
276,fus3,T:,0.05,0.055038955,0.051,0.052659294,0.067934094,0.054511776,0.29100000000000004,0.035789474,0.058541777999999996,0.058052915,0.054931336,0.05,0.05,100,99.98630367,99.98355624,99.98894437,99.88637131,99.97561947,4.095968833,4.305019046,99.97079808,99.96835839,99.97449606,100,100
277,fus3,V:,0.05,0.044734857999999995,0.03725,0.041600843,0.02991128,0.037311458,0.025,0.03,0.053219798,0.04315438,0.04144819,0.05,0.05,100,99.98630367,99.98355624,99.98894437,99.88637131,99.97561947,4.095968833,4.305019046,99.97079808,99.96835839,99.97449606,100,100
278,fus3,W:,0.05,0.063583815,0.0585,0.047656660999999996,0.040557668,0.038369939,0.025,0.028157895,0.040979244,0.044181865,0.062921348,0.05,0.05,100,99.98630367,99.98355624,99.98894437,99.88637131,99.97561947,4.095968833,4.305019046,99.97079808,99.96835839,99.97449606,100,100
279,fus3,Y:,0.05,0.053028399000000004,0.0565,0.038704581,0.036501901,0.035459116,0.025,0.026842105,0.039648749,0.037760082,0.053932584000000006,0.05,0.05,100,99.98630367,99.98355624,99.98894437,99.88637131,99.97561947,4.095968833,4.305019046,99.97079808,99.96835839,99.97449606,100,100
