,Motif,AA,0,1,2,3,4,5,6,7,8,9,10,11,12,IC_0_Final,IC_1_Final,IC_2_Final,IC_3_Final,IC_4_Final,IC_5_Final,IC_6_Final,IC_7_Final,IC_8_Final,IC_9_Final,IC_10_Final,IC_11_Final,IC_12_Final
640,pho85-pho80,A:,0.05,0.045317977,0.059336824,0.049217567000000004,0.04519774,0.06331007,0.023809524,0.037597656,0.040981595,0.039922103,0.048402948,0.05,0.05,100,99.99418633,99.99286912,99.98816376,99.96400646,99.97236582,3.960795603,4.496215319,99.98043424,99.87917925,99.99364648,100,100
641,pho85-pho80,C:,0.05,0.043815724,0.043131389000000006,0.048207976,0.06902481,0.040628116,0.023809524,0.03515625,0.045153374,0.038461537999999997,0.048648649,0.05,0.05,100,99.99418633,99.99286912,99.98816376,99.96400646,99.97236582,3.960795603,4.496215319,99.98043424,99.87917925,99.99364648,100,100
642,pho85-pho80,D:,0.05,0.052578868,0.055597108,0.050227158,0.04470646,0.058075773,0.023809524,0.031738281,0.044662577,0.039922103,0.042751843,0.05,0.05,100,99.99418633,99.99286912,99.98816376,99.96400646,99.97236582,3.960795603,4.496215319,99.98043424,99.87917925,99.99364648,100,100
643,pho85-pho80,E:,0.05,0.056084126,0.05459985,0.05527511400000001,0.047162859,0.053838485,0.023809524,0.035888672,0.046871166,0.036027263999999996,0.045945945999999994,0.05,0.05,100,99.99418633,99.99286912,99.98816376,99.96400646,99.97236582,3.960795603,4.496215319,99.98043424,99.87917925,99.99364648,100,100
644,pho85-pho80,F:,0.05,0.050325488,0.049613563,0.03861686,0.035863424,0.042622134000000006,0.023809524,0.03515625,0.046625767,0.049902629000000004,0.047665848,0.05,0.05,100,99.99418633,99.99286912,99.98816376,99.96400646,99.97236582,3.960795603,4.496215319,99.98043424,99.87917925,99.99364648,100,100
645,pho85-pho80,G:,0.05,0.047571357,0.05061082,0.054265522000000004,0.041267502000000005,0.06779661,0.023809524,0.034912109,0.036564417,0.035783836,0.055036855,0.05,0.05,100,99.99418633,99.99286912,99.98816376,99.96400646,99.97236582,3.960795603,4.496215319,99.98043424,99.87917925,99.99364648,100,100
646,pho85-pho80,H:,0.05,0.048572859,0.052106707,0.049722362,0.041267502000000005,0.055333997999999995,0.023809524,0.034667969,0.042944785,0.039435248,0.046191645999999996,0.05,0.05,100,99.99418633,99.99286912,99.98816376,99.96400646,99.97236582,3.960795603,4.496215319,99.98043424,99.87917925,99.99364648,100,100
647,pho85-pho80,I:,0.05,0.044817225999999995,0.038394415,0.039374054,0.044215181,0.034895314,0.023809524,0.034667969,0.046871166,0.07181110000000002,0.046437346,0.05,0.05,100,99.99418633,99.99286912,99.98816376,99.96400646,99.97236582,3.960795603,4.496215319,99.98043424,99.87917925,99.99364648,100,100
648,pho85-pho80,K:,0.05,0.047070605999999994,0.052605335,0.045683997999999996,0.040530582,0.051345962,0.023809524,0.034179688,0.060368097999999995,0.038704966,0.054299754000000006,0.05,0.05,100,99.99418633,99.99286912,99.98816376,99.96400646,99.97236582,3.960795603,4.496215319,99.98043424,99.87917925,99.99364648,100,100
649,pho85-pho80,L:,0.05,0.048823235,0.043131389000000006,0.041140838,0.043478261,0.037886341000000004,0.023809524,0.035888672,0.049325153,0.134615385,0.059459459000000006,0.05,0.05,100,99.99418633,99.99286912,99.98816376,99.96400646,99.97236582,3.960795603,4.496215319,99.98043424,99.87917925,99.99364648,100,100
650,pho85-pho80,M:,0.05,0.047070605999999994,0.048366991,0.048460374,0.048145419,0.054087737000000004,0.023809524,0.037109375,0.074601227,0.088607595,0.052825553,0.05,0.05,100,99.99418633,99.99286912,99.98816376,99.96400646,99.97236582,3.960795603,4.496215319,99.98043424,99.87917925,99.99364648,100,100
651,pho85-pho80,N:,0.05,0.052328493,0.04886562,0.051993942,0.053058217000000005,0.063808574,0.023809524,0.032226563,0.054478528,0.038461537999999997,0.051597052000000004,0.05,0.05,100,99.99418633,99.99286912,99.98816376,99.96400646,99.97236582,3.960795603,4.496215319,99.98043424,99.87917925,99.99364648,100,100
652,pho85-pho80,P:,0.05,0.04932398599999999,0.05684368,0.065623423,0.09014984,0.043868395,0.023809524,0.309570313,0.051779140999999994,0.0469815,0.053316953,0.05,0.05,100,99.99418633,99.99286912,99.98816376,99.96400646,99.97236582,3.960795603,4.496215319,99.98043424,99.87917925,99.99364648,100,100
653,pho85-pho80,Q:,0.05,0.055583375,0.052605335,0.058808682,0.053549495999999995,0.058574277,0.023809524,0.032958984,0.05202454,0.038948393,0.051105650999999995,0.05,0.05,100,99.99418633,99.99286912,99.98816376,99.96400646,99.97236582,3.960795603,4.496215319,99.98043424,99.87917925,99.99364648,100,100
654,pho85-pho80,R:,0.05,0.054832248,0.05061082,0.05224634,0.052075657000000004,0.055333997999999995,0.023809524,0.032958984,0.066503067,0.034810127,0.060687961,0.05,0.05,100,99.99418633,99.99286912,99.98816376,99.96400646,99.97236582,3.960795603,4.496215319,99.98043424,99.87917925,99.99364648,100,100
655,pho85-pho80,S:,0.05,0.050075113,0.049862877,0.050479555999999995,0.058462294000000005,0.049850449000000005,0.394285714,0.048828125,0.049079755,0.048685492000000004,0.049140049000000005,0.05,0.05,100,99.99418633,99.99286912,99.98816376,99.96400646,99.97236582,3.960795603,4.496215319,99.98043424,99.87917925,99.99364648,100,100
656,pho85-pho80,T:,0.05,0.050075113,0.049862877,0.050479555999999995,0.051830017,0.049850449000000005,0.177142857,0.048828125,0.049079755,0.048685492000000004,0.049140049000000005,0.05,0.05,100,99.99418633,99.99286912,99.98816376,99.96400646,99.97236582,3.960795603,4.496215319,99.98043424,99.87917925,99.99364648,100,100
657,pho85-pho80,V:,0.05,0.041562344,0.044627275,0.044422009000000005,0.039056743,0.032652044,0.023809524,0.038574219,0.04809816,0.039922103,0.045208845,0.05,0.05,100,99.99418633,99.99286912,99.98816376,99.96400646,99.97236582,3.960795603,4.496215319,99.98043424,99.87917925,99.99364648,100,100
658,pho85-pho80,W:,0.05,0.054331497,0.052605335,0.04770318,0.05379513599999999,0.039880359,0.023809524,0.034912109,0.044907975,0.052093476,0.048894349000000004,0.05,0.05,100,99.99418633,99.99286912,99.98816376,99.96400646,99.97236582,3.960795603,4.496215319,99.98043424,99.87917925,99.99364648,100,100
659,pho85-pho80,Y:,0.05,0.05983976,0.04662179,0.058051489000000005,0.047162859,0.046360917,0.023809524,0.034179688,0.049079755,0.038218111,0.043243243,0.05,0.05,100,99.99418633,99.99286912,99.98816376,99.96400646,99.97236582,3.960795603,4.496215319,99.98043424,99.87917925,99.99364648,100,100
